symbol,opra,K,T,S0,iv,type
MSFT,MSFT251212C00432500,432.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00555000,555.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00365000,365.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00527500,527.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00460000,460.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00512500,512.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00655000,655.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00550000,550.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00280000,280.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00640000,640.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00615000,615.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00482500,482.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00330000,330.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00477500,477.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00370000,370.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00462500,462.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00290000,290.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00530000,530.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00492500,492.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00320000,320.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00520000,520.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00525000,525.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00650000,650.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00585000,585.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00410000,410.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00400000,400.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00445000,445.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00630000,630.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00487500,487.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00467500,467.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00517500,517.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212P00325000,325.0,-0.0027397260273972603,483.47,,put
MSFT,MSFT251212C00355000,355.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00475000,475.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00635000,635.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00495000,495.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00457500,457.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00580000,580.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00415000,415.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00425000,425.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00570000,570.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212P00270000,270.0,-0.0027397260273972603,483.47,,put
MSFT,MSFT251212C00590000,590.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00497500,497.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00385000,385.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00435000,435.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00470000,470.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00625000,625.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00485000,485.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00472500,472.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00405000,405.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00465000,465.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00610000,610.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00430000,430.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00515000,515.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00620000,620.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212P00290000,290.0,-0.0027397260273972603,483.47,,put
MSFT,MSFT251212C00442500,442.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00310000,310.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00502500,502.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00380000,380.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00420000,420.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00545000,545.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00450000,450.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212P00280000,280.0,-0.0027397260273972603,483.47,,put
MSFT,MSFT251212C00350000,350.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00437500,437.5,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00605000,605.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00395000,395.0,-0.0027397260273972603,483.47,,call
MSFT,MSFT251212C00452500,452.5,-0.0027397260273972603,483.47,,call
