S0,K,T,C_mkt,iv_market
683.39,730.0,0.13,1.0,0.118
683.39,735.0,0.13,0.72,0.1188
683.39,740.0,0.13,0.52,0.12
683.39,745.0,0.13,0.39,0.1217
683.39,750.0,0.13,0.29,0.1242
683.39,755.0,0.13,0.22,0.1261
683.39,760.0,0.13,0.17,0.1286
683.39,765.0,0.13,0.14,0.1315
683.39,770.0,0.13,0.11,0.1339
683.39,775.0,0.13,0.08,0.1368
683.39,780.0,0.13,0.08,0.141
683.39,785.0,0.13,0.07,0.1449
683.39,790.0,0.13,0.06,0.1482
683.39,795.0,0.13,0.06,0.154
683.39,800.0,0.13,0.04,0.1566
683.39,805.0,0.13,0.04,0.1622
683.39,810.0,0.13,0.04,0.1638
683.39,815.0,0.13,0.04,0.1692
683.39,820.0,0.13,0.04,0.1745
683.39,825.0,0.13,0.04,0.1798
683.39,830.0,0.13,0.03,0.1795
683.39,835.0,0.13,0.03,0.1846
683.39,840.0,0.13,0.03,0.1896
683.39,415.0,0.17,269.76,0.4152
683.39,420.0,0.17,264.82,0.4154
683.39,425.0,0.17,259.88,0.4192
683.39,430.0,0.17,254.94,0.418
683.39,435.0,0.17,250.0,0.4173
683.39,440.0,0.17,245.06,0.4137
683.39,445.0,0.17,240.12,0.4108
683.39,450.0,0.17,235.18,0.4072
683.39,455.0,0.17,230.25,0.4028
683.39,460.0,0.17,225.31,0.399
683.39,465.0,0.17,220.38,0.3936
683.39,470.0,0.17,215.44,0.3887
683.39,475.0,0.17,210.51,0.3842
683.39,480.0,0.17,205.58,0.3785
683.39,485.0,0.17,200.65,0.3731
683.39,490.0,0.17,195.72,0.3674
683.39,495.0,0.17,190.8,0.3619
683.39,500.0,0.17,185.88,0.3566
683.39,505.0,0.17,180.96,0.351
683.39,510.0,0.17,176.04,0.345
683.39,515.0,0.17,171.12,0.3387
683.39,520.0,0.17,166.2,0.333
683.39,525.0,0.17,161.3,0.3269
683.39,530.0,0.17,156.39,0.3205
683.39,535.0,0.17,151.49,0.3145
683.39,540.0,0.17,146.59,0.3082
683.39,545.0,0.17,141.69,0.3016
683.39,550.0,0.17,136.81,0.2956
683.39,555.0,0.17,131.93,0.2894
683.39,560.0,0.17,127.05,0.2834
683.39,565.0,0.17,122.19,0.2772
683.39,570.0,0.17,117.34,0.2712
683.39,572.0,0.17,115.4,0.2687
683.39,573.0,0.17,114.43,0.2675
683.39,574.0,0.17,113.47,0.2664
683.39,575.0,0.17,112.5,0.2652
683.39,576.0,0.17,111.53,0.2639
683.39,577.0,0.17,110.56,0.2629
683.39,578.0,0.17,109.6,0.2616
683.39,579.0,0.17,108.63,0.2606
683.39,580.0,0.17,107.67,0.2592
683.39,581.0,0.17,106.7,0.2581
683.39,582.0,0.17,105.75,0.257
683.39,583.0,0.17,104.78,0.2559
683.39,584.0,0.17,103.82,0.2546
683.39,585.0,0.17,102.87,0.2535
683.39,586.0,0.17,101.91,0.2524
683.39,587.0,0.17,100.94,0.2513
683.39,588.0,0.17,99.98,0.25
683.39,589.0,0.17,99.03,0.2488
683.39,590.0,0.17,98.07,0.2477
683.39,591.0,0.17,97.12,0.2466
683.39,592.0,0.17,96.16,0.2453
683.39,593.0,0.17,95.2,0.2443
683.39,594.0,0.17,94.25,0.2431
683.39,595.0,0.17,93.3,0.2419
683.39,596.0,0.17,92.35,0.2408
683.39,597.0,0.17,91.4,0.2396
683.39,598.0,0.17,90.45,0.2385
683.39,599.0,0.17,89.5,0.2373
683.39,600.0,0.17,88.56,0.2363
683.39,601.0,0.17,87.61,0.2352
683.39,602.0,0.17,86.66,0.234
683.39,603.0,0.17,85.72,0.2329
683.39,604.0,0.17,84.78,0.2319
683.39,605.0,0.17,83.84,0.2307
683.39,606.0,0.17,82.9,0.2296
683.39,607.0,0.17,81.95,0.2286
683.39,608.0,0.17,81.02,0.2274
683.39,609.0,0.17,80.08,0.2263
683.39,610.0,0.17,79.15,0.2251
683.39,611.0,0.17,78.21,0.2241
683.39,612.0,0.17,77.28,0.2229
683.39,613.0,0.17,76.34,0.2218
683.39,614.0,0.17,75.41,0.2206
683.39,615.0,0.17,74.48,0.2195
683.39,616.0,0.17,73.56,0.2186
683.39,617.0,0.17,72.63,0.2174
683.39,618.0,0.17,71.71,0.2163
683.39,619.0,0.17,70.79,0.2151
683.39,620.0,0.17,69.87,0.214
683.39,621.0,0.17,68.95,0.213
683.39,622.0,0.17,68.03,0.2119
683.39,623.0,0.17,67.12,0.2107
683.39,624.0,0.17,66.2,0.2097
683.39,625.0,0.17,65.29,0.2085
683.39,626.0,0.17,64.38,0.2074
683.39,627.0,0.17,63.47,0.2063
683.39,628.0,0.17,62.56,0.2052
683.39,629.0,0.17,61.66,0.2041
683.39,630.0,0.17,60.76,0.2029
683.39,631.0,0.17,59.86,0.2018
683.39,632.0,0.17,58.96,0.2007
683.39,633.0,0.17,58.06,0.1996
683.39,634.0,0.17,57.17,0.1985
683.39,635.0,0.17,56.28,0.1974
683.39,636.0,0.17,55.39,0.1963
683.39,637.0,0.17,54.5,0.1951
683.39,638.0,0.17,53.62,0.194
683.39,639.0,0.17,52.74,0.193
683.39,640.0,0.17,51.86,0.1918
683.39,641.0,0.17,50.98,0.1907
683.39,642.0,0.17,50.11,0.1896
683.39,643.0,0.17,49.24,0.1884
683.39,644.0,0.17,48.38,0.1873
683.39,645.0,0.17,47.51,0.1862
683.39,646.0,0.17,46.68,0.1876
683.39,647.0,0.17,45.82,0.186
683.39,648.0,0.17,44.94,0.1829
683.39,649.0,0.17,44.12,0.1842
683.39,650.0,0.17,43.22,0.1823
683.39,651.0,0.17,42.41,0.1797
683.39,652.0,0.17,41.59,0.1804
683.39,653.0,0.17,40.88,0.1771
683.39,654.0,0.17,39.88,0.1767
683.39,655.0,0.17,39.11,0.176
683.39,656.0,0.17,38.08,0.1746
683.39,657.0,0.17,37.45,0.173
683.39,658.0,0.17,36.63,0.172
683.39,659.0,0.17,35.83,0.1709
683.39,660.0,0.17,35.03,0.168
683.39,661.0,0.17,34.26,0.1712
683.39,662.0,0.17,33.25,0.1685
683.39,663.0,0.17,32.66,0.167
683.39,664.0,0.17,31.88,0.1655
683.39,665.0,0.17,30.98,0.1632
683.39,666.0,0.17,30.13,0.163
683.39,667.0,0.17,29.37,0.162
683.39,668.0,0.17,28.75,0.1609
683.39,669.0,0.17,28.0,0.1602
683.39,670.0,0.17,27.12,0.159
683.39,671.0,0.17,27.11,0.1646
683.39,672.0,0.17,25.66,0.1558
683.39,673.0,0.17,24.95,0.1575
683.39,674.0,0.17,24.42,0.1545
683.39,675.0,0.17,23.84,0.1539
683.39,676.0,0.17,22.39,0.1468
683.39,677.0,0.17,22.14,0.152
683.39,678.0,0.17,21.53,0.1514
683.39,679.0,0.17,20.54,0.1454
683.39,680.0,0.17,20.43,0.149
683.39,681.0,0.17,19.38,0.148
683.39,682.0,0.17,19.07,0.1511
683.39,683.0,0.17,18.45,0.1459
683.39,684.0,0.17,17.82,0.145
683.39,685.0,0.17,17.21,0.1441
683.39,686.0,0.17,16.61,0.1432
683.39,687.0,0.17,16.02,0.1422
683.39,688.0,0.17,15.45,0.1416
683.39,689.0,0.17,14.88,0.1407
683.39,690.0,0.17,14.32,0.1398
683.39,691.0,0.17,13.77,0.139
683.39,692.0,0.17,13.23,0.1381
683.39,693.0,0.17,12.71,0.1373
683.39,694.0,0.17,12.2,0.1364
683.39,695.0,0.17,11.71,0.1356
683.39,696.0,0.17,11.22,0.1349
683.39,697.0,0.17,10.75,0.1341
683.39,698.0,0.17,10.29,0.1334
683.39,699.0,0.17,9.84,0.1326
683.39,700.0,0.17,9.4,0.1319
683.39,701.0,0.17,8.98,0.1312
683.39,702.0,0.17,8.57,0.1305
683.39,703.0,0.17,8.18,0.1298
683.39,704.0,0.17,7.79,0.1292
683.39,705.0,0.17,7.43,0.1286
683.39,706.0,0.17,7.07,0.1279
683.39,707.0,0.17,6.72,0.1274
683.39,708.0,0.17,6.39,0.1268
683.39,709.0,0.17,6.07,0.1263
683.39,710.0,0.17,5.77,0.1258
683.39,711.0,0.17,5.47,0.1253
683.39,712.0,0.17,5.2,0.1248
683.39,713.0,0.17,4.93,0.1244
683.39,714.0,0.17,4.67,0.1239
683.39,715.0,0.17,4.42,0.1236
683.39,716.0,0.17,4.19,0.1232
683.39,717.0,0.17,3.96,0.1229
683.39,718.0,0.17,3.75,0.1225
683.39,719.0,0.17,3.54,0.1222
683.39,720.0,0.17,3.34,0.1219
683.39,721.0,0.17,3.16,0.1216
683.39,722.0,0.17,2.98,0.1214
683.39,723.0,0.17,2.82,0.1212
683.39,724.0,0.17,2.67,0.121
683.39,725.0,0.17,2.52,0.1208
683.39,726.0,0.17,2.38,0.1206
683.39,727.0,0.17,2.24,0.1206
683.39,728.0,0.17,2.12,0.1204
683.39,729.0,0.17,2.0,0.1203
683.39,730.0,0.17,1.88,0.1202
683.39,731.0,0.17,1.78,0.1201
683.39,732.0,0.17,1.68,0.12
683.39,733.0,0.17,1.58,0.1201
683.39,734.0,0.17,1.5,0.1201
683.39,735.0,0.17,1.41,0.1201
683.39,736.0,0.17,1.33,0.1202
683.39,737.0,0.17,1.25,0.1202
683.39,738.0,0.17,1.19,0.1203
683.39,739.0,0.17,1.12,0.1203
683.39,740.0,0.17,1.06,0.1204
683.39,741.0,0.17,1.0,0.1205
683.39,742.0,0.17,0.95,0.1208
683.39,743.0,0.17,0.9,0.121
683.39,744.0,0.17,0.85,0.1213
683.39,745.0,0.17,0.8,0.1214
683.39,746.0,0.17,0.76,0.1216
683.39,747.0,0.17,0.72,0.1218
683.39,748.0,0.17,0.68,0.122
683.39,749.0,0.17,0.64,0.1221
683.39,750.0,0.17,0.61,0.1225
683.39,755.0,0.17,0.47,0.1238
683.39,760.0,0.17,0.36,0.1255
683.39,765.0,0.17,0.29,0.1271
683.39,770.0,0.17,0.23,0.129
683.39,775.0,0.17,0.18,0.1311
683.39,780.0,0.17,0.15,0.1333
683.39,785.0,0.17,0.12,0.1358
683.39,790.0,0.17,0.11,0.1392
683.39,335.0,0.23,349.92,0.0
683.39,340.0,0.23,344.98,0.0
683.39,345.0,0.23,340.05,0.0
683.39,350.0,0.23,335.12,0.0
683.39,355.0,0.23,330.19,0.0
683.39,360.0,0.23,325.25,0.0
683.39,365.0,0.23,320.32,0.0
683.39,370.0,0.23,315.39,0.3642
683.39,375.0,0.23,310.47,0.4009
683.39,380.0,0.23,305.53,0.4167
683.39,385.0,0.23,300.61,0.4265
683.39,390.0,0.23,295.68,0.4286
683.39,395.0,0.23,290.75,0.4286
683.39,400.0,0.23,285.82,0.4289
683.39,405.0,0.23,280.9,0.4262
683.39,410.0,0.23,275.98,0.4242
683.39,415.0,0.23,271.06,0.4202
683.39,420.0,0.23,266.13,0.4178
683.39,425.0,0.23,261.22,0.4146
683.39,430.0,0.23,256.3,0.4109
683.39,435.0,0.23,251.38,0.4067
683.39,440.0,0.23,246.45,0.4035
683.39,445.0,0.23,241.55,0.3984
683.39,450.0,0.23,236.62,0.3943
683.39,455.0,0.23,231.72,0.3892
683.39,460.0,0.23,226.81,0.3843
683.39,465.0,0.23,221.9,0.3797
683.39,470.0,0.23,217.0,0.3742
683.39,475.0,0.23,212.09,0.3689
683.39,480.0,0.23,207.19,0.3634
683.39,485.0,0.23,202.28,0.3581
683.39,490.0,0.23,197.38,0.3525
683.39,495.0,0.23,192.49,0.3466
683.39,500.0,0.23,187.59,0.3412
683.39,505.0,0.23,182.7,0.3356
683.39,510.0,0.23,177.81,0.33
683.39,515.0,0.23,172.93,0.3242
683.39,520.0,0.23,168.05,0.3184
683.39,525.0,0.23,163.18,0.3129
683.39,530.0,0.23,158.31,0.3071
683.39,535.0,0.23,153.45,0.3015
683.39,540.0,0.23,148.59,0.296
683.39,545.0,0.23,143.75,0.2904
683.39,550.0,0.23,138.91,0.2849
683.39,555.0,0.23,134.09,0.2793
683.39,560.0,0.23,129.28,0.274
683.39,565.0,0.23,124.47,0.2687
683.39,570.0,0.23,119.69,0.2634
683.39,575.0,0.23,114.93,0.2581
683.39,580.0,0.23,110.17,0.2528
683.39,585.0,0.23,105.44,0.2476
683.39,590.0,0.23,100.73,0.2427
683.39,595.0,0.23,96.05,0.2375
683.39,600.0,0.23,91.38,0.2325
683.39,605.0,0.23,86.75,0.2274
683.39,610.0,0.23,82.15,0.2224
683.39,615.0,0.23,77.59,0.2173
683.39,620.0,0.23,73.06,0.2123
683.39,625.0,0.23,68.58,0.2073
683.39,630.0,0.23,64.8,0.2104
683.39,635.0,0.23,59.77,0.1972
683.39,640.0,0.23,55.45,0.192
683.39,645.0,0.23,51.24,0.1866
683.39,650.0,0.23,46.8,0.1807
683.39,655.0,0.23,42.97,0.177
683.39,660.0,0.23,38.93,0.1728
683.39,665.0,0.23,35.08,0.1669
683.39,670.0,0.23,31.31,0.162
683.39,675.0,0.23,28.3,0.1576
683.39,680.0,0.23,24.48,0.155
683.39,685.0,0.23,21.18,0.1487
683.39,690.0,0.23,18.19,0.1445
683.39,695.0,0.23,15.43,0.1405
683.39,700.0,0.23,12.92,0.1369
683.39,705.0,0.23,10.68,0.1335
683.39,710.0,0.23,8.72,0.1305
683.39,715.0,0.23,7.04,0.1279
683.39,720.0,0.23,5.62,0.1258
683.39,725.0,0.23,4.45,0.1241
683.39,730.0,0.23,3.5,0.1228
683.39,735.0,0.23,2.74,0.1219
683.39,740.0,0.23,2.14,0.1214
683.39,745.0,0.23,1.67,0.1213
683.39,750.0,0.23,1.31,0.1216
683.39,755.0,0.23,1.04,0.1222
683.39,760.0,0.23,0.81,0.1228
683.39,765.0,0.23,0.65,0.1238
683.39,770.0,0.23,0.53,0.1254
683.39,775.0,0.23,0.42,0.1267
683.39,780.0,0.23,0.34,0.1281
683.39,785.0,0.23,0.29,0.1299
683.39,790.0,0.23,0.23,0.1312
683.39,795.0,0.23,0.2,0.1333
683.39,800.0,0.23,0.17,0.1353
683.39,420.0,0.25,266.62,0.4274
683.39,425.0,0.25,261.71,0.4224
683.39,430.0,0.25,256.8,0.4177
683.39,435.0,0.25,251.89,0.4128
683.39,440.0,0.25,246.98,0.4075
683.39,445.0,0.25,242.07,0.4026
683.39,450.0,0.25,237.16,0.3973
683.39,455.0,0.25,232.26,0.3918
683.39,460.0,0.25,227.37,0.3861
683.39,465.0,0.25,222.46,0.3807
683.39,470.0,0.25,217.56,0.375
683.39,475.0,0.25,212.66,0.3691
683.39,480.0,0.25,207.76,0.3638
683.39,485.0,0.25,202.88,0.3582
683.39,490.0,0.25,197.99,0.3524
683.39,495.0,0.25,193.11,0.3469
683.39,500.0,0.25,188.22,0.3411
683.39,505.0,0.25,183.34,0.3355
683.39,510.0,0.25,178.47,0.3295
683.39,515.0,0.25,173.59,0.3238
683.39,520.0,0.25,168.74,0.318
683.39,525.0,0.25,163.88,0.3123
683.39,530.0,0.25,159.03,0.3068
683.39,535.0,0.25,154.18,0.3012
683.39,540.0,0.25,149.34,0.2955
683.39,545.0,0.25,144.51,0.2901
683.39,550.0,0.25,139.69,0.2846
683.39,555.0,0.25,134.88,0.2792
683.39,560.0,0.25,130.09,0.2739
683.39,565.0,0.25,125.31,0.2686
683.39,570.0,0.25,120.56,0.2635
683.39,575.0,0.25,115.81,0.2582
683.39,580.0,0.25,111.07,0.2531
683.39,581.0,0.25,110.13,0.2521
683.39,582.0,0.25,109.19,0.2511
683.39,583.0,0.25,108.25,0.25
683.39,584.0,0.25,107.31,0.2492
683.39,585.0,0.25,106.37,0.2481
683.39,586.0,0.25,105.44,0.2471
683.39,587.0,0.25,104.5,0.246
683.39,588.0,0.25,103.56,0.2451
683.39,589.0,0.25,102.62,0.2441
683.39,590.0,0.25,101.69,0.2431
683.39,591.0,0.25,100.75,0.242
683.39,592.0,0.25,99.82,0.2411
683.39,593.0,0.25,98.89,0.24
683.39,594.0,0.25,97.95,0.239
683.39,595.0,0.25,97.03,0.238
683.39,596.0,0.25,96.1,0.2369
683.39,597.0,0.25,95.17,0.236
683.39,598.0,0.25,94.24,0.235
683.39,599.0,0.25,93.31,0.2339
683.39,600.0,0.25,92.39,0.233
683.39,601.0,0.25,91.47,0.232
683.39,602.0,0.25,90.55,0.2309
683.39,603.0,0.25,89.62,0.23
683.39,604.0,0.25,88.71,0.229
683.39,605.0,0.25,87.79,0.228
683.39,606.0,0.25,86.88,0.227
683.39,607.0,0.25,85.96,0.2261
683.39,608.0,0.25,85.05,0.2251
683.39,609.0,0.25,84.13,0.2241
683.39,610.0,0.25,83.22,0.2231
683.39,611.0,0.25,82.31,0.2222
683.39,612.0,0.25,81.41,0.2212
683.39,613.0,0.25,80.5,0.2202
683.39,614.0,0.25,79.59,0.2192
683.39,615.0,0.25,78.69,0.2182
683.39,616.0,0.25,77.79,0.2172
683.39,617.0,0.25,76.89,0.2162
683.39,618.0,0.25,75.99,0.2152
683.39,619.0,0.25,75.09,0.2142
683.39,620.0,0.25,74.2,0.2133
683.39,621.0,0.25,73.31,0.2124
683.39,622.0,0.25,72.41,0.2113
683.39,623.0,0.25,71.53,0.2104
683.39,624.0,0.25,70.64,0.2094
683.39,625.0,0.25,69.75,0.2085
683.39,626.0,0.25,68.87,0.2074
683.39,627.0,0.25,67.99,0.2065
683.39,628.0,0.25,67.11,0.2056
683.39,629.0,0.25,66.24,0.2045
683.39,630.0,0.25,65.36,0.2036
683.39,631.0,0.25,64.49,0.2026
683.39,632.0,0.25,63.61,0.2016
683.39,633.0,0.25,62.75,0.2006
683.39,634.0,0.25,61.88,0.1996
683.39,635.0,0.25,61.02,0.1986
683.39,636.0,0.25,60.81,0.205
683.39,637.0,0.25,59.29,0.1967
683.39,638.0,0.25,58.44,0.1957
683.39,639.0,0.25,57.58,0.1947
683.39,640.0,0.25,56.65,0.1945
683.39,641.0,0.25,55.88,0.1928
683.39,642.0,0.25,55.04,0.1918
683.39,643.0,0.25,54.2,0.1909
683.39,644.0,0.25,53.36,0.1899
683.39,645.0,0.25,52.52,0.1889
683.39,646.0,0.25,51.41,0.1888
683.39,647.0,0.25,50.84,0.1869
683.39,648.0,0.25,50.02,0.1859
683.39,649.0,0.25,49.19,0.1849
683.39,650.0,0.25,48.37,0.1839
683.39,651.0,0.25,47.86,0.1831
683.39,652.0,0.25,46.73,0.182
683.39,653.0,0.25,46.23,0.1811
683.39,654.0,0.25,45.11,0.18
683.39,655.0,0.25,44.62,0.1787
683.39,656.0,0.25,43.51,0.1781
683.39,657.0,0.25,42.71,0.1771
683.39,658.0,0.25,41.92,0.1761
683.39,659.0,0.25,41.0,0.1717
683.39,660.0,0.25,40.42,0.1754
683.39,661.0,0.25,39.64,0.1753
683.39,662.0,0.25,38.79,0.1724
683.39,663.0,0.25,37.99,0.172
683.39,664.0,0.25,37.26,0.1703
683.39,665.0,0.25,36.63,0.1697
683.39,666.0,0.25,35.42,0.1642
683.39,667.0,0.25,34.95,0.1674
