S0,K,T,P_mkt,iv_market
683.39,615.0,0.13,2.34,0.2244
683.39,620.0,0.13,2.61,0.2179
683.39,625.0,0.13,2.92,0.2116
683.39,630.0,0.13,3.28,0.2052
683.39,635.0,0.13,3.69,0.1993
683.39,640.0,0.13,4.17,0.1928
683.39,645.0,0.13,4.71,0.1866
683.39,650.0,0.13,5.32,0.1801
683.39,655.0,0.13,6.07,0.174
683.39,660.0,0.13,6.93,0.1681
683.39,665.0,0.13,7.93,0.162
683.39,670.0,0.13,9.12,0.156
683.39,675.0,0.13,10.51,0.1501
683.39,680.0,0.13,12.16,0.1448
683.39,685.0,0.13,14.12,0.1394
683.39,690.0,0.13,16.4,0.1345
683.39,695.0,0.13,19.13,0.1302
683.39,700.0,0.13,22.18,0.1247
683.39,705.0,0.13,25.63,0.1235
683.39,710.0,0.13,29.55,0.1226
683.39,715.0,0.13,33.61,0.1197
683.39,720.0,0.13,38.66,0.133
683.39,725.0,0.13,42.63,0.119
683.39,730.0,0.13,47.38,0.1199
683.39,735.0,0.13,52.21,0.1212
683.39,740.0,0.13,57.1,0.1223
683.39,745.0,0.13,62.02,0.1218
683.39,750.0,0.13,66.97,0.0
683.39,755.0,0.13,71.94,0.0
683.39,760.0,0.13,76.93,0.0
683.39,765.0,0.13,81.93,0.0
683.39,770.0,0.13,86.93,0.0
683.39,775.0,0.13,91.93,0.0
683.39,780.0,0.13,96.93,0.0
683.39,785.0,0.13,101.93,0.0
683.39,790.0,0.13,106.93,0.0
683.39,795.0,0.13,111.93,0.0
683.39,800.0,0.13,116.93,0.0
683.39,805.0,0.13,121.93,0.0
683.39,810.0,0.13,126.93,0.0
683.39,815.0,0.13,131.93,0.0
683.39,820.0,0.13,136.93,0.0
683.39,825.0,0.13,141.93,0.0
683.39,830.0,0.13,146.93,0.0
683.39,835.0,0.13,151.93,0.0
683.39,840.0,0.13,156.93,0.0
683.39,415.0,0.17,0.32,0.5088
683.39,420.0,0.17,0.34,0.5016
683.39,425.0,0.17,0.35,0.4941
683.39,430.0,0.17,0.37,0.4866
683.39,435.0,0.17,0.39,0.4773
683.39,440.0,0.17,0.41,0.4695
683.39,445.0,0.17,0.42,0.4617
683.39,450.0,0.17,0.45,0.4538
683.39,455.0,0.17,0.46,0.4457
683.39,460.0,0.17,0.49,0.4388
683.39,465.0,0.17,0.52,0.4312
683.39,470.0,0.17,0.55,0.4234
683.39,475.0,0.17,0.57,0.4161
683.39,480.0,0.17,0.6,0.4087
683.39,485.0,0.17,0.64,0.4009
683.39,490.0,0.17,0.67,0.3933
683.39,495.0,0.17,0.69,0.3854
683.39,500.0,0.17,0.73,0.3784
683.39,505.0,0.17,0.78,0.371
683.39,510.0,0.17,0.81,0.3628
683.39,515.0,0.17,0.85,0.3559
683.39,520.0,0.17,0.9,0.3482
683.39,525.0,0.17,0.94,0.341
683.39,530.0,0.17,0.99,0.3336
683.39,535.0,0.17,1.06,0.3265
683.39,540.0,0.17,1.12,0.3196
683.39,545.0,0.17,1.17,0.3119
683.39,550.0,0.17,1.25,0.3051
683.39,555.0,0.17,1.33,0.2982
683.39,560.0,0.17,1.42,0.2912
683.39,565.0,0.17,1.52,0.2844
683.39,570.0,0.17,1.62,0.2778
683.39,572.0,0.17,1.67,0.2752
683.39,573.0,0.17,1.69,0.2738
683.39,574.0,0.17,1.71,0.2725
683.39,575.0,0.17,1.75,0.2712
683.39,576.0,0.17,1.77,0.2699
683.39,577.0,0.17,1.79,0.2686
683.39,578.0,0.17,1.83,0.2674
683.39,579.0,0.17,1.85,0.266
683.39,580.0,0.17,1.88,0.2648
683.39,581.0,0.17,1.9,0.2634
683.39,582.0,0.17,1.94,0.2622
683.39,583.0,0.17,1.96,0.2609
683.39,584.0,0.17,1.99,0.2597
683.39,585.0,0.17,2.04,0.2585
683.39,586.0,0.17,2.06,0.2572
683.39,587.0,0.17,2.09,0.2558
683.39,588.0,0.17,2.13,0.2547
683.39,589.0,0.17,2.17,0.2533
683.39,590.0,0.17,2.21,0.2522
683.39,591.0,0.17,2.24,0.251
683.39,592.0,0.17,2.27,0.2497
683.39,593.0,0.17,2.31,0.2485
683.39,594.0,0.17,2.35,0.2473
683.39,595.0,0.17,2.4,0.2461
683.39,596.0,0.17,2.44,0.2448
683.39,597.0,0.17,2.48,0.2437
683.39,598.0,0.17,2.52,0.2425
683.39,599.0,0.17,2.56,0.2412
683.39,600.0,0.17,2.61,0.2401
683.39,601.0,0.17,2.66,0.2389
683.39,602.0,0.17,2.71,0.2377
683.39,603.0,0.17,2.75,0.2364
683.39,604.0,0.17,2.8,0.2352
683.39,605.0,0.17,2.85,0.234
683.39,606.0,0.17,2.91,0.2328
683.39,607.0,0.17,2.96,0.2317
683.39,608.0,0.17,3.01,0.2304
683.39,609.0,0.17,3.07,0.2293
683.39,610.0,0.17,3.12,0.2281
683.39,611.0,0.17,3.18,0.2269
683.39,612.0,0.17,3.24,0.2257
683.39,613.0,0.17,3.3,0.2246
683.39,614.0,0.17,3.37,0.2234
683.39,615.0,0.17,3.43,0.2222
683.39,616.0,0.17,3.5,0.2211
683.39,617.0,0.17,3.56,0.2199
683.39,618.0,0.17,3.63,0.2187
683.39,619.0,0.17,3.7,0.2175
683.39,620.0,0.17,3.77,0.2164
683.39,621.0,0.17,3.85,0.2152
683.39,622.0,0.17,3.92,0.2141
683.39,623.0,0.17,4.0,0.2128
683.39,624.0,0.17,4.08,0.2116
683.39,625.0,0.17,4.16,0.2106
683.39,626.0,0.17,4.24,0.2094
683.39,627.0,0.17,4.33,0.2082
683.39,628.0,0.17,4.42,0.2071
683.39,629.0,0.17,4.51,0.2059
683.39,630.0,0.17,4.6,0.2047
683.39,631.0,0.17,4.69,0.2036
683.39,632.0,0.17,4.79,0.2024
683.39,633.0,0.17,4.88,0.2013
683.39,634.0,0.17,4.98,0.2001
683.39,635.0,0.17,5.08,0.199
683.39,636.0,0.17,5.2,0.1978
683.39,637.0,0.17,5.3,0.1966
683.39,638.0,0.17,5.42,0.1955
683.39,639.0,0.17,5.53,0.1944
683.39,640.0,0.17,5.64,0.1932
683.39,641.0,0.17,5.77,0.1921
683.39,642.0,0.17,5.88,0.1909
683.39,643.0,0.17,6.02,0.1898
683.39,644.0,0.17,6.14,0.1887
683.39,645.0,0.17,6.28,0.1875
683.39,646.0,0.17,6.41,0.1862
683.39,647.0,0.17,6.55,0.1851
683.39,648.0,0.17,6.7,0.184
683.39,649.0,0.17,6.84,0.1829
683.39,650.0,0.17,6.99,0.1817
683.39,651.0,0.17,7.15,0.1806
683.39,652.0,0.17,7.3,0.1795
683.39,653.0,0.17,7.47,0.1783
683.39,654.0,0.17,7.64,0.1772
683.39,655.0,0.17,7.81,0.176
683.39,656.0,0.17,7.99,0.1749
683.39,657.0,0.17,8.17,0.1738
683.39,658.0,0.17,8.36,0.1727
683.39,659.0,0.17,8.55,0.1717
683.39,660.0,0.17,8.75,0.1704
683.39,661.0,0.17,8.95,0.1693
683.39,662.0,0.17,9.15,0.1683
683.39,663.0,0.17,9.37,0.1671
683.39,664.0,0.17,9.6,0.166
683.39,665.0,0.17,9.82,0.1649
683.39,666.0,0.17,10.05,0.1638
683.39,667.0,0.17,10.29,0.1627
683.39,668.0,0.17,10.54,0.1616
683.39,669.0,0.17,10.79,0.1605
683.39,670.0,0.17,11.05,0.1594
683.39,671.0,0.17,11.31,0.1583
683.39,672.0,0.17,11.6,0.1574
683.39,673.0,0.17,11.88,0.1563
683.39,674.0,0.17,12.18,0.1551
683.39,675.0,0.17,12.48,0.1542
683.39,676.0,0.17,12.79,0.1531
683.39,677.0,0.17,13.11,0.1521
683.39,678.0,0.17,13.44,0.1511
683.39,679.0,0.17,13.78,0.15
683.39,680.0,0.17,14.13,0.149
683.39,681.0,0.17,14.49,0.1479
683.39,682.0,0.17,14.86,0.147
683.39,683.0,0.17,15.24,0.1461
683.39,684.0,0.17,15.63,0.1449
683.39,685.0,0.17,16.04,0.1442
683.39,686.0,0.17,16.45,0.143
683.39,687.0,0.17,16.88,0.1422
683.39,688.0,0.17,17.31,0.1411
683.39,689.0,0.17,17.77,0.1402
683.39,690.0,0.17,18.23,0.1395
683.39,691.0,0.17,18.7,0.1384
683.39,692.0,0.17,19.2,0.1375
683.39,693.0,0.17,19.73,0.1366
683.39,694.0,0.17,20.27,0.1364
683.39,695.0,0.17,20.84,0.1355
683.39,696.0,0.17,21.32,0.1342
683.39,697.0,0.17,21.88,0.1333
683.39,698.0,0.17,22.45,0.1325
683.39,699.0,0.17,23.05,0.1317
683.39,700.0,0.17,23.64,0.1322
683.39,701.0,0.17,24.27,0.1302
683.39,702.0,0.17,24.89,0.1295
683.39,703.0,0.17,25.54,0.1288
683.39,704.0,0.17,26.2,0.1281
683.39,705.0,0.17,26.87,0.1274
683.39,706.0,0.17,27.56,0.1269
683.39,707.0,0.17,28.26,0.1262
683.39,708.0,0.17,28.98,0.1256
683.39,709.0,0.17,29.7,0.125
683.39,710.0,0.17,30.45,0.1245
683.39,711.0,0.17,31.2,0.124
683.39,712.0,0.17,31.97,0.1235
683.39,713.0,0.17,32.75,0.1231
683.39,714.0,0.17,33.55,0.1226
683.39,715.0,0.17,34.36,0.1221
683.39,716.0,0.17,35.17,0.1217
683.39,717.0,0.17,36.0,0.1214
683.39,718.0,0.17,36.85,0.1211
683.39,719.0,0.17,37.7,0.1208
683.39,720.0,0.17,38.56,0.1205
683.39,721.0,0.17,39.44,0.1201
683.39,722.0,0.17,40.31,0.12
683.39,723.0,0.17,41.2,0.1198
683.39,724.0,0.17,42.09,0.1195
683.39,725.0,0.17,43.0,0.1194
683.39,726.0,0.17,43.91,0.1192
683.39,727.0,0.17,44.84,0.1191
683.39,728.0,0.17,45.75,0.1189
683.39,729.0,0.17,46.69,0.1189
683.39,730.0,0.17,47.62,0.119
683.39,731.0,0.17,48.56,0.119
683.39,732.0,0.17,49.51,0.1191
683.39,733.0,0.17,50.45,0.1191
683.39,734.0,0.17,51.41,0.119
683.39,735.0,0.17,52.36,0.1192
683.39,736.0,0.17,53.33,0.1193
683.39,737.0,0.17,54.29,0.1195
683.39,738.0,0.17,55.26,0.1195
683.39,739.0,0.17,56.23,0.1196
683.39,740.0,0.17,57.2,0.1196
683.39,741.0,0.17,58.17,0.1198
683.39,742.0,0.17,59.15,0.1199
683.39,743.0,0.17,60.13,0.1203
683.39,744.0,0.17,61.11,0.1203
683.39,745.0,0.17,62.09,0.1202
683.39,746.0,0.17,63.07,0.1204
683.39,747.0,0.17,64.05,0.1199
683.39,748.0,0.17,65.04,0.1197
683.39,749.0,0.17,66.02,0.1185
683.39,750.0,0.17,67.01,0.1178
683.39,755.0,0.17,71.95,0.0
683.39,760.0,0.17,76.93,0.0
683.39,765.0,0.17,81.93,0.0
683.39,770.0,0.17,86.93,0.0
683.39,775.0,0.17,91.93,0.0
683.39,780.0,0.17,96.93,0.0
683.39,785.0,0.17,101.93,0.0
683.39,790.0,0.17,106.93,0.0
683.39,335.0,0.23,0.26,0.5977
683.39,340.0,0.23,0.27,0.5889
683.39,345.0,0.23,0.28,0.5799
683.39,350.0,0.23,0.29,0.5734
683.39,355.0,0.23,0.32,0.5666
683.39,360.0,0.23,0.33,0.5576
683.39,365.0,0.23,0.34,0.5506
683.39,370.0,0.23,0.35,0.5415
683.39,375.0,0.23,0.38,0.5343
683.39,380.0,0.23,0.4,0.527
683.39,385.0,0.23,0.41,0.518
683.39,390.0,0.23,0.42,0.5107
683.39,395.0,0.23,0.45,0.5031
683.39,400.0,0.23,0.46,0.4955
683.39,405.0,0.23,0.49,0.4892
683.39,410.0,0.23,0.52,0.4815
683.39,415.0,0.23,0.55,0.4749
683.39,420.0,0.23,0.56,0.467
683.39,425.0,0.23,0.59,0.4598
683.39,430.0,0.23,0.62,0.4527
683.39,435.0,0.23,0.65,0.4458
683.39,440.0,0.23,0.68,0.4386
683.39,445.0,0.23,0.71,0.4316
683.39,450.0,0.23,0.73,0.4237
683.39,455.0,0.23,0.78,0.4173
683.39,460.0,0.23,0.81,0.4106
683.39,465.0,0.23,0.85,0.4036
683.39,470.0,0.23,0.89,0.3964
683.39,475.0,0.23,0.93,0.3894
683.39,480.0,0.23,0.97,0.3829
683.39,485.0,0.23,1.02,0.3762
683.39,490.0,0.23,1.06,0.3691
683.39,495.0,0.23,1.12,0.3626
683.39,500.0,0.23,1.17,0.3558
683.39,505.0,0.23,1.23,0.3492
683.39,510.0,0.23,1.29,0.3426
683.39,515.0,0.23,1.35,0.3358
683.39,520.0,0.23,1.42,0.3293
683.39,525.0,0.23,1.49,0.3228
683.39,530.0,0.23,1.58,0.3166
683.39,535.0,0.23,1.66,0.3102
683.39,540.0,0.23,1.75,0.3041
683.39,545.0,0.23,1.86,0.2978
683.39,550.0,0.23,1.97,0.2917
683.39,555.0,0.23,2.09,0.2856
683.39,560.0,0.23,2.23,0.2798
683.39,565.0,0.23,2.38,0.274
683.39,570.0,0.23,2.54,0.2682
683.39,575.0,0.23,2.73,0.2626
683.39,580.0,0.23,2.92,0.2571
683.39,585.0,0.23,3.15,0.2516
683.39,590.0,0.23,3.38,0.2461
683.39,595.0,0.23,3.65,0.2407
683.39,600.0,0.23,3.94,0.2355
683.39,605.0,0.23,4.26,0.2301
683.39,610.0,0.23,4.62,0.2247
683.39,615.0,0.23,5.01,0.2196
683.39,620.0,0.23,5.45,0.2143
683.39,625.0,0.23,5.93,0.209
683.39,630.0,0.23,6.45,0.2038
683.39,635.0,0.23,7.04,0.1986
683.39,640.0,0.23,7.69,0.1934
683.39,645.0,0.23,8.41,0.1884
683.39,650.0,0.23,9.22,0.1832
683.39,655.0,0.23,10.12,0.178
683.39,660.0,0.23,11.13,0.173
683.39,665.0,0.23,12.28,0.1679
683.39,670.0,0.23,13.56,0.163
683.39,675.0,0.23,14.99,0.158
683.39,680.0,0.23,16.63,0.1533
683.39,685.0,0.23,18.48,0.1486
683.39,690.0,0.23,20.56,0.1442
683.39,695.0,0.23,22.93,0.14
683.39,700.0,0.23,25.86,0.1358
683.39,705.0,0.23,28.65,0.1329
683.39,710.0,0.23,31.96,0.1297
683.39,715.0,0.23,35.58,0.127
683.39,720.0,0.23,39.5,0.1246
683.39,725.0,0.23,43.7,0.1229
683.39,730.0,0.23,48.11,0.1214
683.39,735.0,0.23,52.7,0.1204
683.39,740.0,0.23,57.41,0.1198
683.39,745.0,0.23,62.22,0.1193
683.39,750.0,0.23,67.1,0.1189
683.39,755.0,0.23,72.01,0.115
683.39,760.0,0.23,76.94,0.0
683.39,765.0,0.23,81.93,0.0
683.39,770.0,0.23,86.93,0.0
683.39,775.0,0.23,91.93,0.0
683.39,780.0,0.23,96.93,0.0
683.39,785.0,0.23,101.93,0.0
683.39,790.0,0.23,106.93,0.0
683.39,795.0,0.23,111.93,0.0
683.39,800.0,0.23,116.93,0.0
683.39,420.0,0.25,0.66,0.4587
683.39,425.0,0.25,0.69,0.4517
683.39,430.0,0.25,0.72,0.445
683.39,435.0,0.25,0.74,0.4375
683.39,440.0,0.25,0.78,0.4302
683.39,445.0,0.25,0.82,0.4242
683.39,450.0,0.25,0.85,0.4171
683.39,455.0,0.25,0.9,0.4105
683.39,460.0,0.25,0.94,0.4037
683.39,465.0,0.25,0.98,0.3968
683.39,470.0,0.25,1.02,0.3901
683.39,475.0,0.25,1.06,0.3833
683.39,480.0,0.25,1.12,0.3771
683.39,485.0,0.25,1.17,0.3701
683.39,490.0,0.25,1.21,0.3633
683.39,495.0,0.25,1.28,0.3572
683.39,500.0,0.25,1.34,0.3507
683.39,505.0,0.25,1.4,0.3441
683.39,510.0,0.25,1.47,0.3378
683.39,515.0,0.25,1.54,0.3315
683.39,520.0,0.25,1.62,0.3252
683.39,525.0,0.25,1.71,0.319
683.39,530.0,0.25,1.8,0.3128
683.39,535.0,0.25,1.9,0.3067
683.39,540.0,0.25,2.0,0.3006
683.39,545.0,0.25,2.12,0.2948
683.39,550.0,0.25,2.25,0.289
683.39,555.0,0.25,2.38,0.2832
683.39,560.0,0.25,2.54,0.2776
683.39,565.0,0.25,2.71,0.272
683.39,570.0,0.25,2.89,0.2665
683.39,575.0,0.25,3.09,0.261
683.39,580.0,0.25,3.31,0.2557
683.39,581.0,0.25,3.36,0.2547
683.39,582.0,0.25,3.4,0.2536
683.39,583.0,0.25,3.45,0.2526
683.39,584.0,0.25,3.5,0.2514
683.39,585.0,0.25,3.55,0.2504
683.39,586.0,0.25,3.6,0.2494
683.39,587.0,0.25,3.66,0.2483
683.39,588.0,0.25,3.71,0.2473
683.39,589.0,0.25,3.76,0.2462
683.39,590.0,0.25,3.82,0.2451
683.39,591.0,0.25,3.87,0.2441
683.39,592.0,0.25,3.93,0.243
683.39,593.0,0.25,3.99,0.242
683.39,594.0,0.25,4.05,0.241
683.39,595.0,0.25,4.11,0.24
683.39,596.0,0.25,4.17,0.2389
683.39,597.0,0.25,4.23,0.2379
683.39,598.0,0.25,4.29,0.2368
683.39,599.0,0.25,4.36,0.2358
683.39,600.0,0.25,4.42,0.2348
683.39,601.0,0.25,4.49,0.2337
683.39,602.0,0.25,4.55,0.2327
683.39,603.0,0.25,4.62,0.2316
683.39,604.0,0.25,4.7,0.2306
683.39,605.0,0.25,4.77,0.2297
683.39,606.0,0.25,4.85,0.2285
683.39,607.0,0.25,4.92,0.2276
683.39,608.0,0.25,4.99,0.2265
683.39,609.0,0.25,5.07,0.2255
683.39,610.0,0.25,5.15,0.2245
683.39,611.0,0.25,5.23,0.2234
683.39,612.0,0.25,5.31,0.2225
683.39,613.0,0.25,5.4,0.2215
683.39,614.0,0.25,5.48,0.2204
683.39,615.0,0.25,5.57,0.2194
683.39,616.0,0.25,5.67,0.2184
683.39,617.0,0.25,5.76,0.2175
683.39,618.0,0.25,5.85,0.2164
683.39,619.0,0.25,5.94,0.2154
683.39,620.0,0.25,6.04,0.2144
683.39,621.0,0.25,6.13,0.2134
683.39,622.0,0.25,6.23,0.2124
683.39,623.0,0.25,6.33,0.2114
683.39,624.0,0.25,6.44,0.2104
683.39,625.0,0.25,6.54,0.2093
683.39,626.0,0.25,6.65,0.2083
683.39,627.0,0.25,6.76,0.2073
683.39,628.0,0.25,6.88,0.2062
683.39,629.0,0.25,6.99,0.2052
683.39,630.0,0.25,7.11,0.2042
683.39,631.0,0.25,7.22,0.2033
683.39,632.0,0.25,7.35,0.2023
683.39,633.0,0.25,7.47,0.2013
683.39,634.0,0.25,7.59,0.2002
683.39,635.0,0.25,7.72,0.1993
683.39,636.0,0.25,7.86,0.1983
683.39,637.0,0.25,7.99,0.1973
683.39,638.0,0.25,8.12,0.1963
683.39,639.0,0.25,8.27,0.1953
683.39,640.0,0.25,8.41,0.1944
683.39,641.0,0.25,8.55,0.1933
683.39,642.0,0.25,8.71,0.1923
683.39,643.0,0.25,8.86,0.1913
683.39,644.0,0.25,9.01,0.1903
683.39,645.0,0.25,9.16,0.1893
683.39,646.0,0.25,9.32,0.1883
683.39,647.0,0.25,9.5,0.1874
683.39,648.0,0.25,9.66,0.1864
683.39,649.0,0.25,9.84,0.1853
683.39,650.0,0.25,10.0,0.1844
683.39,651.0,0.25,10.19,0.1833
683.39,652.0,0.25,10.37,0.1824
683.39,653.0,0.25,10.55,0.1813
683.39,654.0,0.25,10.75,0.1804
683.39,655.0,0.25,10.94,0.1793
683.39,656.0,0.25,11.13,0.1784
683.39,657.0,0.25,11.34,0.1774
683.39,658.0,0.25,11.54,0.1764
683.39,659.0,0.25,11.75,0.1754
683.39,660.0,0.25,11.97,0.1745
683.39,661.0,0.25,12.19,0.1735
683.39,662.0,0.25,12.42,0.1725
683.39,663.0,0.25,12.65,0.1715
683.39,664.0,0.25,12.88,0.1705
683.39,665.0,0.25,13.12,0.1695
