symbol,opra,K,T,S0,iv,type
ABNB,ABNB251219C00114000,114.0,0.01643835616438356,128.365,0.776,call
ABNB,ABNB251219C00131000,131.0,0.01643835616438356,128.365,0.2975,call
ABNB,ABNB251219C00120000,120.0,0.01643835616438356,128.365,0.3833,call
ABNB,ABNB251219P00116000,116.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00111000,111.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00137000,137.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00101000,101.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00070000,70.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00106000,106.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00090000,90.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00175000,175.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00103000,103.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00138000,138.0,0.01643835616438356,128.365,0.3531,call
ABNB,ABNB251219C00105000,105.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00109000,109.0,0.01643835616438356,128.365,1.063,call
ABNB,ABNB251219C00160000,160.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00118000,118.0,0.01643835616438356,128.365,0.4236,put
ABNB,ABNB251219C00141000,141.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00108000,108.0,0.01643835616438356,128.365,0.9578,call
ABNB,ABNB251219C00123000,123.0,0.01643835616438356,128.365,0.3844,call
ABNB,ABNB251219C00129000,129.0,0.01643835616438356,128.365,0.3079,call
ABNB,ABNB251219P00115000,115.0,0.01643835616438356,128.365,0.5423,put
ABNB,ABNB251219P00108000,108.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00100000,100.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00080000,80.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00080000,80.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00102000,102.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00104000,104.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00106000,106.0,0.01643835616438356,128.365,1.2033,call
ABNB,ABNB251219C00124000,124.0,0.01643835616438356,128.365,0.3637,call
ABNB,ABNB251219C00075000,75.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00185000,185.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00118000,118.0,0.01643835616438356,128.365,0.5716,call
ABNB,ABNB251219C00134000,134.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00133000,133.0,0.01643835616438356,128.365,0.2984,call
ABNB,ABNB251219P00110000,110.0,0.01643835616438356,128.365,0.6662,put
ABNB,ABNB251219P00107000,107.0,0.01643835616438356,128.365,0.7459,put
ABNB,ABNB251219C00140000,140.0,0.01643835616438356,128.365,0.3651,call
ABNB,ABNB251219C00065000,65.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00119000,119.0,0.01643835616438356,128.365,0.6497,call
ABNB,ABNB251219C00113000,113.0,0.01643835616438356,128.365,0.8851,call
ABNB,ABNB251219C00102000,102.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00155000,155.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00105000,105.0,0.01643835616438356,128.365,0.7825,put
ABNB,ABNB251219P00113000,113.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00114000,114.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00111000,111.0,0.01643835616438356,128.365,0.9301,call
ABNB,ABNB251219C00115000,115.0,0.01643835616438356,128.365,0.6589,call
ABNB,ABNB251219P00117000,117.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00130000,130.0,0.01643835616438356,128.365,0.2993,call
ABNB,ABNB251219P00109000,109.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00136000,136.0,0.01643835616438356,128.365,0.3329,call
ABNB,ABNB251219P00070000,70.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00110000,110.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00165000,165.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00145000,145.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219P00119000,119.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219C00170000,170.0,0.01643835616438356,128.365,,call
ABNB,ABNB251219C00112000,112.0,0.01643835616438356,128.365,1.0106,call
ABNB,ABNB251219C00121000,121.0,0.01643835616438356,128.365,0.5445,call
ABNB,ABNB251226C00085000,85.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00131000,131.0,0.01643835616438356,128.365,0.3314,put
ABNB,ABNB251226C00155000,155.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00180000,180.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00155000,155.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00124000,124.0,0.03561643835616438,128.365,0.3234,call
ABNB,ABNB251219P00160000,160.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00128000,128.0,0.03561643835616438,128.365,0.261,call
ABNB,ABNB251226C00118000,118.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00135000,135.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00095000,95.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00100000,100.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00110000,110.0,0.03561643835616438,128.365,0.6845,call
ABNB,ABNB251226C00070000,70.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00138000,138.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00090000,90.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00125000,125.0,0.03561643835616438,128.365,0.2937,call
ABNB,ABNB251226P00070000,70.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00111000,111.0,0.03561643835616438,128.365,0.6388,call
ABNB,ABNB251226C00134000,134.0,0.03561643835616438,128.365,0.2518,call
ABNB,ABNB251226C00112000,112.0,0.03561643835616438,128.365,0.5568,call
ABNB,ABNB251226C00120000,120.0,0.03561643835616438,128.365,0.3233,call
ABNB,ABNB251226P00113000,113.0,0.03561643835616438,128.365,,put
ABNB,ABNB251219P00145000,145.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00106000,106.0,0.03561643835616438,128.365,,put
ABNB,ABNB251219P00175000,175.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00105000,105.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00122000,122.0,0.03561643835616438,128.365,0.3635,call
ABNB,ABNB251226C00131000,131.0,0.03561643835616438,128.365,0.2502,call
ABNB,ABNB251226C00132000,132.0,0.03561643835616438,128.365,0.2461,call
ABNB,ABNB251219P00132000,132.0,0.01643835616438356,128.365,0.2288,put
ABNB,ABNB251226C00130000,130.0,0.03561643835616438,128.365,0.253,call
ABNB,ABNB251226C00136000,136.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00129000,129.0,0.01643835616438356,128.365,0.284,put
ABNB,ABNB251226C00138000,138.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00127000,127.0,0.01643835616438356,128.365,0.2948,put
ABNB,ABNB251226C00165000,165.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00104000,104.0,0.03561643835616438,128.365,0.7666,call
ABNB,ABNB251226C00108000,108.0,0.03561643835616438,128.365,0.7621,call
ABNB,ABNB251226C00133000,133.0,0.03561643835616438,128.365,0.2555,call
ABNB,ABNB251219P00126000,126.0,0.01643835616438356,128.365,0.2954,put
ABNB,ABNB251226C00121000,121.0,0.03561643835616438,128.365,0.3369,call
ABNB,ABNB251226C00141000,141.0,0.03561643835616438,128.365,0.3251,call
ABNB,ABNB251219P00141000,141.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00145000,145.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00135000,135.0,0.03561643835616438,128.365,0.2575,call
ABNB,ABNB251226C00117000,117.0,0.03561643835616438,128.365,0.3638,call
ABNB,ABNB251226C00119000,119.0,0.03561643835616438,128.365,0.3554,call
ABNB,ABNB251226P00108000,108.0,0.03561643835616438,128.365,,put
ABNB,ABNB251219P00150000,150.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00085000,85.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00137000,137.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00180000,180.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00124000,124.0,0.01643835616438356,128.365,0.3124,put
ABNB,ABNB251226C00170000,170.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226P00112000,112.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00160000,160.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226P00080000,80.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00090000,90.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00133000,133.0,0.01643835616438356,128.365,0.2327,put
ABNB,ABNB251226C00126000,126.0,0.03561643835616438,128.365,0.3038,call
ABNB,ABNB251226C00113000,113.0,0.03561643835616438,128.365,0.6404,call
ABNB,ABNB251226C00095000,95.0,0.03561643835616438,128.365,1.0713,call
ABNB,ABNB251226P00109000,109.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00127000,127.0,0.03561643835616438,128.365,0.2691,call
ABNB,ABNB251219P00128000,128.0,0.01643835616438356,128.365,0.2857,put
ABNB,ABNB251219P00165000,165.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226P00075000,75.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00139000,139.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00075000,75.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00107000,107.0,0.03561643835616438,128.365,0.858,call
ABNB,ABNB251219P00139000,139.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00130000,130.0,0.01643835616438356,128.365,0.2653,put
ABNB,ABNB251219P00170000,170.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00114000,114.0,0.03561643835616438,128.365,0.5433,call
ABNB,ABNB251226P00103000,103.0,0.03561643835616438,128.365,,put
ABNB,ABNB251219P00134000,134.0,0.01643835616438356,128.365,,put
ABNB,ABNB251219P00185000,185.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00080000,80.0,0.03561643835616438,128.365,,call
ABNB,ABNB251219P00140000,140.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00105000,105.0,0.03561643835616438,128.365,0.7605,call
ABNB,ABNB251226C00116000,116.0,0.03561643835616438,128.365,0.4879,call
ABNB,ABNB251219P00136000,136.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00106000,106.0,0.03561643835616438,128.365,0.7839,call
ABNB,ABNB251226C00150000,150.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00140000,140.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226C00123000,123.0,0.03561643835616438,128.365,0.2588,call
ABNB,ABNB251219P00125000,125.0,0.01643835616438356,128.365,0.3115,put
ABNB,ABNB251226P00107000,107.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00175000,175.0,0.03561643835616438,128.365,,call
ABNB,ABNB251226P00111000,111.0,0.03561643835616438,128.365,,put
ABNB,ABNB251219P00123000,123.0,0.01643835616438356,128.365,0.3063,put
ABNB,ABNB251226C00115000,115.0,0.03561643835616438,128.365,0.4938,call
ABNB,ABNB251226C00103000,103.0,0.03561643835616438,128.365,0.5317,call
ABNB,ABNB251226C00129000,129.0,0.03561643835616438,128.365,0.2621,call
ABNB,ABNB251226P00104000,104.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226C00100000,100.0,0.03561643835616438,128.365,0.9398,call
ABNB,ABNB251226P00110000,110.0,0.03561643835616438,128.365,0.4984,put
ABNB,ABNB251219P00137000,137.0,0.01643835616438356,128.365,,put
ABNB,ABNB251226C00109000,109.0,0.03561643835616438,128.365,0.7363,call
ABNB,ABNB260102C00125000,125.0,0.0547945205479452,128.365,0.2757,call
ABNB,ABNB260102C00127000,127.0,0.0547945205479452,128.365,0.2755,call
ABNB,ABNB251226P00180000,180.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00180000,180.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00107000,107.0,0.0547945205479452,128.365,0.6491,call
ABNB,ABNB260102C00165000,165.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00115000,115.0,0.0547945205479452,128.365,0.4887,call
ABNB,ABNB260102C00150000,150.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102P00085000,85.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102C00145000,145.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00122000,122.0,0.0547945205479452,128.365,0.3168,call
ABNB,ABNB260102C00170000,170.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00104000,104.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00123000,123.0,0.03561643835616438,128.365,0.2625,put
ABNB,ABNB260102C00119000,119.0,0.0547945205479452,128.365,0.3149,call
ABNB,ABNB251226P00121000,121.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00117000,117.0,0.0547945205479452,128.365,0.4038,call
ABNB,ABNB260102C00103000,103.0,0.0547945205479452,128.365,0.5949,call
ABNB,ABNB260102C00135000,135.0,0.0547945205479452,128.365,0.2498,call
ABNB,ABNB260102C00133000,133.0,0.0547945205479452,128.365,0.252,call
ABNB,ABNB251226P00116000,116.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00136000,136.0,0.0547945205479452,128.365,0.2528,call
ABNB,ABNB260102C00080000,80.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00137000,137.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00085000,85.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00139000,139.0,0.0547945205479452,128.365,0.2781,call
ABNB,ABNB260102C00138000,138.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00165000,165.0,0.03561643835616438,128.365,0.685,put
ABNB,ABNB260102C00124000,124.0,0.0547945205479452,128.365,0.2862,call
ABNB,ABNB251226P00122000,122.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00155000,155.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00175000,175.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00128000,128.0,0.03561643835616438,128.365,0.2497,put
ABNB,ABNB251226P00139000,139.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00118000,118.0,0.0547945205479452,128.365,0.4426,call
ABNB,ABNB251226P00138000,138.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00106000,106.0,0.0547945205479452,128.365,0.7068,call
ABNB,ABNB260102C00114000,114.0,0.0547945205479452,128.365,0.429,call
ABNB,ABNB251226P00129000,129.0,0.03561643835616438,128.365,0.2416,put
ABNB,ABNB251226P00114000,114.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00124000,124.0,0.03561643835616438,128.365,0.253,put
ABNB,ABNB260102C00141000,141.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00118000,118.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00120000,120.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102P00095000,95.0,0.0547945205479452,128.365,,put
ABNB,ABNB251226P00133000,133.0,0.03561643835616438,128.365,0.2605,put
ABNB,ABNB260102P00105000,105.0,0.0547945205479452,128.365,,put
ABNB,ABNB251226P00155000,155.0,0.03561643835616438,128.365,0.5218,put
ABNB,ABNB260102C00112000,112.0,0.0547945205479452,128.365,0.5441,call
ABNB,ABNB251226P00136000,136.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00126000,126.0,0.03561643835616438,128.365,0.2524,put
ABNB,ABNB260102C00109000,109.0,0.0547945205479452,128.365,0.4432,call
ABNB,ABNB260102C00160000,160.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00117000,117.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00119000,119.0,0.03561643835616438,128.365,0.2763,put
ABNB,ABNB251226P00150000,150.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102P00090000,90.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00104000,104.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102C00075000,75.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00170000,170.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00121000,121.0,0.0547945205479452,128.365,0.2948,call
ABNB,ABNB260102C00140000,140.0,0.0547945205479452,128.365,,call
ABNB,ABNB260102C00126000,126.0,0.0547945205479452,128.365,0.29,call
ABNB,ABNB260102C00116000,116.0,0.0547945205479452,128.365,0.451,call
ABNB,ABNB251226P00135000,135.0,0.03561643835616438,128.365,0.1873,put
ABNB,ABNB251226P00140000,140.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00134000,134.0,0.0547945205479452,128.365,0.2528,call
ABNB,ABNB251226P00131000,131.0,0.03561643835616438,128.365,0.2054,put
ABNB,ABNB260102P00080000,80.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00103000,103.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102C00130000,130.0,0.0547945205479452,128.365,0.2634,call
ABNB,ABNB260102C00129000,129.0,0.0547945205479452,128.365,0.2693,call
ABNB,ABNB260102C00110000,110.0,0.0547945205479452,128.365,0.5465,call
ABNB,ABNB251226P00145000,145.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00123000,123.0,0.0547945205479452,128.365,0.3294,call
ABNB,ABNB260102C00120000,120.0,0.0547945205479452,128.365,0.328,call
ABNB,ABNB260102C00131000,131.0,0.0547945205479452,128.365,0.2587,call
ABNB,ABNB260102P00070000,70.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102C00128000,128.0,0.0547945205479452,128.365,0.2736,call
ABNB,ABNB260102C00090000,90.0,0.0547945205479452,128.365,0.6527,call
ABNB,ABNB251226P00160000,160.0,0.03561643835616438,128.365,,put
ABNB,ABNB251226P00141000,141.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00108000,108.0,0.0547945205479452,128.365,0.5514,call
ABNB,ABNB251226P00134000,134.0,0.03561643835616438,128.365,0.2344,put
ABNB,ABNB260102C00132000,132.0,0.0547945205479452,128.365,0.2521,call
ABNB,ABNB260102C00105000,105.0,0.0547945205479452,128.365,0.6642,call
ABNB,ABNB260102C00070000,70.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00125000,125.0,0.03561643835616438,128.365,0.2538,put
ABNB,ABNB260102C00111000,111.0,0.0547945205479452,128.365,0.5701,call
ABNB,ABNB260102P00075000,75.0,0.0547945205479452,128.365,,put
ABNB,ABNB251226P00137000,137.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102C00100000,100.0,0.0547945205479452,128.365,,call
ABNB,ABNB251226P00132000,132.0,0.03561643835616438,128.365,0.2276,put
ABNB,ABNB260102C00113000,113.0,0.0547945205479452,128.365,0.3898,call
ABNB,ABNB251226P00115000,115.0,0.03561643835616438,128.365,,put
ABNB,ABNB260102P00100000,100.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102C00095000,95.0,0.0547945205479452,128.365,0.9502,call
ABNB,ABNB251226P00130000,130.0,0.03561643835616438,128.365,0.2459,put
ABNB,ABNB251226P00127000,127.0,0.03561643835616438,128.365,0.2467,put
ABNB,ABNB251226P00175000,175.0,0.03561643835616438,128.365,0.7426,put
ABNB,ABNB260109C00126000,126.0,0.07397260273972603,128.365,0.2945,call
ABNB,ABNB260109C00125000,125.0,0.07397260273972603,128.365,0.2766,call
ABNB,ABNB260102P00119000,119.0,0.0547945205479452,128.365,0.2799,put
ABNB,ABNB260102P00170000,170.0,0.0547945205479452,128.365,0.5191,put
ABNB,ABNB260109C00130000,130.0,0.07397260273972603,128.365,0.2736,call
ABNB,ABNB260109C00070000,70.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00113000,113.0,0.07397260273972603,128.365,0.4346,call
ABNB,ABNB260109C00170000,170.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00090000,90.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109P00085000,85.0,0.07397260273972603,128.365,,put
ABNB,ABNB260109C00140000,140.0,0.07397260273972603,128.365,0.2631,call
ABNB,ABNB260102P00126000,126.0,0.0547945205479452,128.365,0.2581,put
ABNB,ABNB260109C00116000,116.0,0.07397260273972603,128.365,0.398,call
ABNB,ABNB260109C00139000,139.0,0.07397260273972603,128.365,,call
ABNB,ABNB260102P00123000,123.0,0.0547945205479452,128.365,0.2669,put
ABNB,ABNB260102P00113000,113.0,0.0547945205479452,128.365,0.3997,put
ABNB,ABNB260109C00121000,121.0,0.07397260273972603,128.365,0.3225,call
ABNB,ABNB260102P00139000,139.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00138000,138.0,0.07397260273972603,128.365,0.2615,call
ABNB,ABNB260109C00145000,145.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00134000,134.0,0.07397260273972603,128.365,0.2267,call
ABNB,ABNB260102P00135000,135.0,0.0547945205479452,128.365,0.2582,put
ABNB,ABNB260102P00132000,132.0,0.0547945205479452,128.365,0.2393,put
ABNB,ABNB260102P00141000,141.0,0.0547945205479452,128.365,0.2105,put
ABNB,ABNB260109C00119000,119.0,0.07397260273972603,128.365,0.4019,call
ABNB,ABNB260109C00100000,100.0,0.07397260273972603,128.365,0.3859,call
ABNB,ABNB260109C00075000,75.0,0.07397260273972603,128.365,,call
ABNB,ABNB260102P00116000,116.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00137000,137.0,0.07397260273972603,128.365,0.2544,call
ABNB,ABNB260102P00115000,115.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00095000,95.0,0.07397260273972603,128.365,0.6037,call
ABNB,ABNB260102P00155000,155.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00165000,165.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00110000,110.0,0.07397260273972603,128.365,0.4972,call
ABNB,ABNB260102P00129000,129.0,0.0547945205479452,128.365,0.2526,put
ABNB,ABNB260102P00118000,118.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00160000,160.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00127000,127.0,0.07397260273972603,128.365,0.2837,call
ABNB,ABNB260102P00145000,145.0,0.0547945205479452,128.365,0.3365,put
ABNB,ABNB260109C00122000,122.0,0.07397260273972603,128.365,0.3698,call
ABNB,ABNB260102P00108000,108.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00085000,85.0,0.07397260273972603,128.365,0.6744,call
ABNB,ABNB260109C00160000,160.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00114000,114.0,0.07397260273972603,128.365,0.4783,call
ABNB,ABNB260109P00075000,75.0,0.07397260273972603,128.365,,put
ABNB,ABNB260102P00122000,122.0,0.0547945205479452,128.365,0.2678,put
ABNB,ABNB260102P00114000,114.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00080000,80.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00115000,115.0,0.07397260273972603,128.365,0.4116,call
ABNB,ABNB260102P00127000,127.0,0.0547945205479452,128.365,0.2542,put
ABNB,ABNB260102P00165000,165.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00150000,150.0,0.0547945205479452,128.365,0.3711,put
ABNB,ABNB260109C00135000,135.0,0.07397260273972603,128.365,0.2673,call
ABNB,ABNB260102P00120000,120.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00121000,121.0,0.0547945205479452,128.365,0.2453,put
ABNB,ABNB260109C00109000,109.0,0.07397260273972603,128.365,0.5478,call
ABNB,ABNB260109C00155000,155.0,0.07397260273972603,128.365,,call
ABNB,ABNB260109C00106000,106.0,0.07397260273972603,128.365,0.5988,call
ABNB,ABNB260109C00129000,129.0,0.07397260273972603,128.365,0.2805,call
ABNB,ABNB260109P00080000,80.0,0.07397260273972603,128.365,,put
ABNB,ABNB260109C00118000,118.0,0.07397260273972603,128.365,0.3918,call
ABNB,ABNB260109C00150000,150.0,0.07397260273972603,128.365,,call
ABNB,ABNB260102P00137000,137.0,0.0547945205479452,128.365,0.2552,put
ABNB,ABNB260102P00110000,110.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00134000,134.0,0.0547945205479452,128.365,0.225,put
ABNB,ABNB260109C00105000,105.0,0.07397260273972603,128.365,0.6274,call
ABNB,ABNB260102P00133000,133.0,0.0547945205479452,128.365,0.2509,put
ABNB,ABNB260109C00133000,133.0,0.07397260273972603,128.365,0.271,call
ABNB,ABNB260102P00136000,136.0,0.0547945205479452,128.365,0.2202,put
ABNB,ABNB260109C00175000,175.0,0.07397260273972603,128.365,,call
ABNB,ABNB260102P00109000,109.0,0.0547945205479452,128.365,,put
ABNB,ABNB260109C00120000,120.0,0.07397260273972603,128.365,0.3165,call
ABNB,ABNB260109C00108000,108.0,0.07397260273972603,128.365,0.377,call
ABNB,ABNB260109C00104000,104.0,0.07397260273972603,128.365,0.699,call
ABNB,ABNB260109C00128000,128.0,0.07397260273972603,128.365,0.2891,call
ABNB,ABNB260109C00117000,117.0,0.07397260273972603,128.365,0.4375,call
ABNB,ABNB260102P00107000,107.0,0.0547945205479452,128.365,,put
ABNB,ABNB260102P00131000,131.0,0.0547945205479452,128.365,0.2451,put
ABNB,ABNB260109C00131000,131.0,0.07397260273972603,128.365,0.278,call
